Year,RO Year,FED Id,FED Name,population age 0-4,population age 5-9,population age 10-14 years,population age 15-17,population age 18-19,population age 20-24,population age 25-29,population age 30-34,population age 35-39,population age 40-44,population age 45-49,population age 50-54,population age 55-59,population age 60-64,population age 70-74,population age 75-79,population age 80-84,population age 85+,couple families with 1 child,couple families with 2 children,couple families with 3 or more children,average num of persons per family,private households by household size 1 person,private households by household size 2 persons,private households by household size 3 persons,mother tongue single responses english,mother tongue single responses french,mother tongue multiple responses english and french,knowledge of official languages english only,knowledge of official languages french only,knowledge of official languages english and french,knowledge of official languages neither english nor french,first official language spoken english,first official language spoken french,first official language spoken english and french,first official language spoken neither english nor french,first official language spoken official language minority num,home language spoken single responses english,home language spoken single responses french,population 1 year and over by mobility status 1 year ago movers,populati...over by mobility status 1 year ago migrants 250516AB,populati...obility status 1 year ago internal migrants E5731743,populati... status 1 year ago intraprovincial migrants 9412EDCF,populati...obility status 1 year ago external migrants C5DD2868,canadian citizenship,citizenship other than canadian,population 15+ by generation status 1st generation,population 15+ by generation status 2nd generation,population 15+ by generation status 3rd generation and over,first nations north american indian single identity,métis single identity,inuit single response identity,labour force 15+ by occupation not applicable,labour f...ness finance and administration occupations 2B82C03E,labour f...nd applied sciences and related occupations BF041023,labour force 15+ by occupation health occupations,labour f...pations in art culture recreation and sport E6577C9B,labour force 15+ by occupation sales and service occupations,population aged 15+ by place of work status worked at home,populati... place of work status worked outside canada B2E16A0B,populati...e of work status no fixed workplace address 90CEDF61,populati... place of work status worked at usual place C99B477F,employed...nsportation car truck or van as a passenger 0212B8C0,employed...5+ by mode of transportation public transit B18141EA,employed labour force 15+ by mode of transportation walked,employed labour force 15+ by mode of transportation bicycle,employed...15+ by mode of transportation other methods FC108373
2011,2013,35032,Guelph ,7390,7050,7100,4605,3390,9290,9045,8475,8500,8780,9545,8890,7495,6300,3485,3020,2640,2150,5075,6455,2400,2.9,12755,15725,7990,95850,1610,280,109280,50,10355,1395,117780,1570,370,1365,1755,105850,505,16710,6735,5900,5265,830,115685,4870,25935,25755,68865,1165,710,0,1375,10050,4800,3480,1645,14735,3515,315,5420,55035,4430,4110,3300,1060,585
2011,2013,35033,Haldimand - Norfolk ,5185,5665,6535,4570,3000,6395,5270,5060,5640,6825,8735,9245,8885,7800,4490,3530,2755,2395,4265,4820,2660,2.9,9655,16275,6280,94970,1135,110,102580,20,3300,815,104990,895,85,745,940,101920,195,7780,3540,3405,3210,135,104080,1505,11095,21015,73475,2520,760,0,1140,7100,2175,3780,1100,10560,4525,110,6260,40915,3080,260,2380,275,430
2011,2013,35034,Haliburton - Kawartha Lakes - Brock ,4565,4750,5840,4170,2820,5645,4800,4680,5050,6200,8805,9790,9540,9370,5585,4625,3365,2995,4130,4545,1855,2.7,10535,18925,6325,102180,1095,130,103440,35,4970,130,107460,945,55,110,975,106595,185,9160,5410,5250,4945,165,106600,1145,8930,16045,82770,1015,965,80,1310,7230,1930,3760,1110,11305,5210,105,6500,38065,2735,575,1960,165,315
2011,2013,35035,Hamilton Centre ,5670,4700,4665,3385,2775,7970,9095,7655,6765,6980,8135,7895,6980,5685,3035,2590,1970,2030,2895,2560,1285,2.8,21110,13785,5935,73060,1620,270,89480,110,7040,2785,94625,1655,405,2730,1860,81625,610,16595,5280,4390,4025,890,89545,8315,25270,21305,51285,3210,470,0,2085,6340,2365,3255,1670,12350,2215,210,5035,35565,3140,7940,4645,655,620
2011,2013,35036,Hamilton East - Stoney Creek ,5680,5610,6015,4010,2760,6680,6570,6510,6340,7290,8595,8420,7655,7000,4540,3695,2760,2375,4595,5090,2135,2.9,11495,14460,7125,72235,1520,215,99890,110,4715,2640,102895,1470,435,2555,1685,84755,450,10285,3595,2905,2650,695,101435,5535,31895,26955,48125,1920,420,0,1400,8300,2335,3010,905,13660,2025,155,5485,41195,3620,3985,1710,420,405
2011,2013,35037,Hamilton Mountain ,5345,5570,6320,4430,2975,7330,6645,5990,5955,6930,8570,8370,6870,5730,3630,3360,2915,2480,4570,5230,2415,3.0,9745,12335,6910,74600,1305,215,95995,60,4900,1755,99240,1315,450,1705,1540,85140,450,8370,2095,1650,1260,445,97980,4525,27150,26435,48925,1210,255,0,1575,7955,2725,4150,1110,14435,1745,115,5230,41590,3865,5375,1660,205,320
2011,2013,35038,Hamilton West - Ancaster - Dundas ,5035,5990,6515,4780,3875,8600,5915,5180,5935,7160,8370,8480,7635,6900,4105,3450,3130,3365,4665,6185,2770,3.0,9375,13385,6635,80290,1150,185,99045,50,7140,1160,104670,1110,475,1140,1350,91935,375,10235,3855,2995,2670,860,100305,5435,28195,28190,49360,830,305,0,1370,8425,3965,5610,1750,11305,3705,175,4820,42835,2950,3430,2215,385,485
2011,2013,35039,Hastings - Lennox and Addington ,4445,4755,5310,3560,2340,4560,4145,4680,5175,5845,7640,7960,7565,7630,4210,2970,2055,1900,3630,3885,1690,2.8,7945,15045,5610,85740,1270,150,85715,25,4525,80,89080,1150,50,65,1170,88860,380,7790,4925,4800,4605,125,89210,890,5880,10545,73680,4460,1340,55,1010,6065,1960,2770,1065,9600,3400,90,5865,32485,2155,405,1420,95,305
2011,2013,35040,Huron - Bruce ,5615,5425,5995,4265,2895,6040,5530,5160,5045,5680,7635,8610,8485,8130,4875,3745,2870,2595,3735,4460,2880,2.9,11155,16935,5410,94320,955,125,98825,15,4025,630,102010,800,70,620,835,99065,210,9045,4880,4685,4445,195,101135,1655,8245,12335,82215,850,610,35,815,6685,2305,3430,925,11025,6760,130,5055,40525,2725,415,3375,435,505
2011,2013,35041,Kanata - Carleton ,6430,7070,7270,4595,2880,5540,4890,6025,7515,8485,9535,8245,6345,5340,2710,1900,1245,1055,5150,6955,2645,3.1,5440,11275,6825,71165,6080,850,71135,355,27235,1315,90560,6370,1815,1290,7280,82460,2830,9935,2130,1530,810,600,95655,4165,23955,20035,55830,1105,535,140,1015,10220,10585,2955,1720,10520,4285,240,4245,45370,3470,7220,1400,465,625
2011,2013,35042,Kenora ,3795,3490,3845,2590,1645,3540,3145,3170,3235,3555,4345,4595,3935,3535,1910,1455,950,900,1845,1870,990,2.9,5535,7645,3310,45760,1200,95,52240,25,2905,310,54130,1010,45,295,1030,52030,245,5690,2060,1980,1235,80,52475,780,2605,6500,44155,15180,2935,60,665,3300,1325,1555,435,6105,910,30,3685,20145,1960,110,3150,280,555
2011,2013,35043,King - Vaughan ,7705,8080,8345,5040,3135,6750,6135,7370,8620,10030,9995,7825,5450,4425,2735,2080,1375,1065,5755,9195,3845,3.3,3080,7265,6305,55325,660,170,98655,60,6180,3760,103445,730,790,3690,1120,75740,240,11610,7185,6630,6425,555,101435,7050,44840,39535,24115,140,125,45,1145,11470,4945,2440,1635,12420,3500,170,7040,46180,2960,5355,905,20,345
2011,2013,35044,Kingston and the Islands ,5945,5580,5725,4110,3550,10475,8840,7515,6700,7350,8875,8430,7620,6985,4295,3800,2960,2835,4140,4540,1680,2.8,16220,18115,7330,97730,4180,465,98280,290,15600,545,109515,4155,525,515,4415,105985,2115,18495,7175,6485,5070,690,109330,4000,17075,19050,77200,2325,930,60,1220,8605,3535,5145,2010,15560,2910,265,5150,48035,4325,3500,5890,1510,625
2011,2013,35045,Kitchener Centre ,5555,4835,5040,3400,2505,7645,8705,7335,6690,6960,8030,7625,6585,5640,3660,3180,2665,2215,3855,3970,1690,2.8,15485,15235,6490,73685,1445,215,92430,45,6850,1735,97500,1345,520,1685,1610,83995,350,15745,5890,4850,4340,1040,94320,6435,25895,19165,55700,880,580,15,1270,8570,4490,2965,1640,12930,2550,225,5120,43915,3420,3975,3190,665,420
2011,2013,35046,Kitchener - Conestoga ,6755,6740,6670,4185,2640,5860,5795,6435,6690,6850,7235,6620,5700,4770,2540,1885,1445,1475,4305,5940,3150,3.2,4295,10270,5520,67985,775,140,86415,40,4600,1565,89895,755,430,1540,965,76240,215,8430,4245,3855,3605,390,89610,2655,17395,16450,58425,570,235,0,605,8165,4060,3010,1115,10525,4735,135,5000,41140,2900,1025,1640,610,610
2011,2013,35047,Kitchener South - Hespeler ,6810,6180,6155,3860,2660,6850,7425,7420,7420,7350,7700,7065,6045,5050,2265,1665,1185,1075,4500,5460,2235,3.0,7120,11805,6735,72290,1325,200,89810,50,5330,1450,93490,1280,450,1410,1510,81270,400,12520,4465,3950,3535,520,91285,5210,23600,19660,53230,1275,385,0,1295,8935,4420,2630,915,12450,2235,225,4675,44995,3175,2605,1350,230,345
2011,2013,35048,Lambton - Kent - Middlesex ,5810,6170,6775,4705,2980,5805,5025,5090,5855,6760,8570,8920,7965,7195,4390,3355,2530,2190,4000,5145,2845,2.9,9255,15670,5855,93720,1475,195,98600,30,4975,530,102285,1295,50,505,1320,100390,380,7565,4035,3875,3560,160,101650,1935,10030,16465,77080,4485,715,20,1335,6615,1965,3480,950,10975,6630,115,6275,37170,2545,235,2005,315,430
2011,2013,35049,Lanark - Frontenac - Kingston ,4480,4875,5665,3985,2535,5070,4365,4375,5335,6505,8500,8740,8250,7930,4280,3190,2360,2100,4065,4495,1755,2.8,8940,15860,6005,90070,3030,360,85755,50,10840,65,93745,2820,95,55,2860,94740,835,8260,4615,4365,3980,255,95000,1115,6655,11995,77470,2235,1145,55,825,8060,3360,3635,1130,11150,4390,100,5760,38015,3165,705,2205,215,515
2011,2013,35050,Leeds - Grenville - Thousand Islands and Rideau Lakes ,4355,4815,5720,3845,2655,4965,4220,4510,5500,6510,8260,8515,8130,7825,4550,3605,2670,2485,3975,4200,1575,2.8,10235,16725,6175,90520,3210,320,87245,70,10645,115,94860,3010,100,100,3060,95725,915,9975,5860,5600,4930,255,96145,1465,7260,12750,77590,1230,1055,95,815,7190,3200,3640,1000,11855,3555,200,5060,38770,3295,490,2825,320,465
2011,2013,35051,London - Fanshawe ,7165,6755,7510,5090,3630,8460,8160,7690,7515,8305,9885,9600,7935,6730,3565,2880,1955,1810,4775,5045,2385,2.9,11870,15945,8275,91110,1550,240,110095,85,6335,1880,114485,1525,560,1825,1810,101075,420,14115,3775,3265,2695,515,112385,5470,26520,24885,66450,1945,525,20,2330,9605,2950,3785,1070,17440,1990,125,6185,48650,4265,4150,1945,490,395
2011,2013,35052,London North Centre ,5680,5180,5315,3765,3455,12020,10420,8040,7005,7195,8595,8505,7415,6405,3990,3555,3110,3445,4040,4645,1955,2.8,20745,17785,6855,89035,1595,320,104795,70,9815,1495,112515,1585,625,1450,1900,100080,480,22345,7100,5570,4770,1530,107620,7990,28510,23630,63465,1705,525,0,1780,9625,3840,4990,1910,16175,3755,240,5285,48405,3255,6295,5260,1315,540
2011,2013,35053,London West ,6585,6460,6990,4840,3295,7920,7960,7590,7340,8115,9195,8975,8195,7540,4080,3330,2675,2560,4865,6045,2570,2.9,14270,16985,7435,94180,1530,290,107365,80,9650,1185,114950,1550,640,1140,1870,104275,535,16405,5085,4085,3630,995,111740,6185,25225,26105,66600,1355,360,0,1715,10145,4320,5490,1970,15710,4305,210,5225,49265,3755,3995,2515,965,495
2011,2013,35054,Markham - Stouffville ,7630,7190,6780,4210,2695,5990,6090,7680,8955,8565,8525,7820,6930,6310,3370,2635,1920,1720,6100,8095,3025,3.1,4860,10095,6995,66020,1105,265,98080,65,7305,3335,103735,1165,610,3275,1465,80305,435,11880,6945,6290,6055,650,101555,6790,43885,32425,32030,295,195,0,1110,11980,5940,2670,1905,12550,4465,250,5855,45750,3100,5730,970,135,515
2011,2013,35055,Markham - Thornhill ,4980,5205,6185,4480,2995,8290,7845,5900,6120,6935,8170,8105,7955,6980,3205,2165,1445,890,6090,7730,3175,3.2,2225,5835,5730,32920,430,120,85185,55,5185,11810,89050,515,1000,11670,1015,45560,205,7810,4230,2625,2470,1605,89280,13100,67990,27995,6400,65,25,0,1995,10465,5445,2430,1455,13595,3055,300,5215,40535,3980,8360,660,100,390
2011,2013,35056,Markham - Unionville ,5625,6350,6950,4835,2980,6815,5935,5765,7410,8785,9525,8665,7415,5970,2955,2200,1460,1300,7215,8990,2515,3.2,2870,6805,7290,34250,675,180,89075,55,6050,9195,93590,755,940,9095,1225,49620,330,10325,5250,3420,3230,1825,93335,10795,64435,29400,10290,25,45,0,1530,11715,7905,2865,1490,11470,4300,560,4570,40915,3025,6650,875,125,430
2011,2013,35057,Milton ,8730,7120,5435,3025,1865,4095,5815,9070,9075,7340,6130,4980,4195,4030,1720,1160,845,785,4635,6420,2575,3.1,3910,8420,5695,61220,1285,230,79690,100,6450,1085,84480,1305,485,1055,1540,71415,555,11200,7605,7140,6845,465,81560,5520,25905,24720,36455,355,165,0,860,9465,4495,2155,1160,10080,3480,185,4475,39170,2235,2575,975,170,360
2011,2013,35058,Mississauga Centre ,6285,6070,6855,4840,3435,9095,9480,8870,8425,8805,9765,9205,7800,6375,3410,2560,1785,1215,6685,7485,3340,3.1,9215,10660,7675,44670,965,245,105770,95,7455,5395,110805,1215,1395,5305,1910,64120,500,16295,7425,4185,3795,3245,97485,20700,76405,29185,12595,180,30,0,2170,13280,7475,3170,1280,15595,3110,430,6270,50080,3255,9555,1300,115,600
2011,2013,35059,Mississauga East - Cooksville ,6545,6675,7015,4575,3230,8055,8115,7785,8150,8985,9955,9450,8190,7200,4435,3495,2425,2060,6750,7190,2965,3.0,8965,12120,8585,47845,1030,190,108440,100,7165,5590,113115,1190,1500,5490,1940,66745,475,13720,6410,4015,3735,2400,102805,18250,73005,30890,17165,275,170,0,2525,12270,5520,2855,1335,16520,2620,275,7030,49735,3370,11285,1450,180,545
2011,2013,35060,Mississauga - Erin Mills ,6590,7595,8665,6145,3985,8875,6760,6420,8040,9525,10755,9430,7415,5890,2760,1990,1300,1185,6175,9070,4090,3.3,4475,8065,7260,56565,1270,270,104275,85,8985,3340,110730,1410,1275,3270,2045,75375,585,11905,4605,2615,2305,1990,103195,13290,63485,32720,20280,205,95,0,2095,13880,7550,3455,1610,14315,3730,285,5155,50760,3535,7735,1070,235,680
2011,2013,35061,Mississauga - Lakeshore ,5900,6185,6995,4900,3345,7590,6655,6405,7280,8620,10740,10265,8555,7230,4305,3535,2675,2330,5760,6840,2845,3.0,10520,14015,7910,74885,1660,310,105500,85,10050,2345,113030,1750,905,2290,2205,92090,630,12390,5225,3900,3445,1320,107745,9590,44220,31190,41915,585,350,15,1695,12570,5015,2900,2175,14565,4450,200,6405,49180,2705,8905,2005,460,825
2011,2013,35062,Mississauga - Malton ,7225,8055,8915,5660,3765,8580,7985,7695,8390,9695,10080,8955,6855,5330,2900,1955,1255,1065,6120,8910,3880,3.3,3525,6605,6800,46780,820,220,105455,95,5980,5795,109455,1020,1155,5695,1595,62630,510,12445,5435,3300,3065,2140,98830,18295,73280,33255,10590,275,70,0,2225,12435,5415,2670,1130,14885,2345,350,6220,48470,3650,9010,975,165,645
2011,2013,35063,Mississauga - Streetsville ,6625,7790,8770,6010,3910,8315,6910,6935,8285,10165,11470,10270,7500,5835,2430,1750,1140,1000,6260,9375,3750,3.3,4920,8525,7545,67535,1645,345,106225,115,9490,2645,112915,1850,1115,2590,2410,85340,820,10175,4165,3005,2780,1160,108415,10130,53925,34395,30230,360,240,0,1915,14070,6780,2980,1670,15745,3810,300,6205,53910,3570,7495,1015,255,495
2011,2013,35064,Nepean ,7090,7240,7165,4530,2905,6525,6425,7045,8345,8675,9130,7860,6180,5220,2565,1825,1230,1230,5220,7025,2680,3.1,5825,11100,7215,69680,6360,990,72140,425,29645,1515,93415,6800,2015,1490,7810,82630,2890,12550,2975,2295,1255,685,98745,4770,27560,23530,52425,1330,595,45,980,11670,9170,3625,1690,12030,3195,225,4380,48435,3565,10505,1190,390,535
2011,2013,35065,Newmarket - Aurora ,6505,7035,7725,5420,3535,7035,5700,6390,7725,9040,10300,9225,7050,5380,2585,2100,1600,1525,5410,7880,2770,3.1,6405,10255,7340,81845,1470,260,98350,55,8825,1460,105200,1475,595,1415,1770,93290,550,11920,7615,6990,6745,625,103445,4970,28035,28745,51635,610,325,0,1315,11350,4865,2870,1955,15035,4350,140,6285,48425,3625,4565,2240,240,405
2011,2013,35066,Niagara Centre ,5025,5530,6000,4130,2850,6840,5805,5655,6245,7040,8550,8585,7750,6975,4285,3525,2990,2620,4190,4705,1840,2.8,12120,15565,6875,84625,6935,595,91715,290,11905,565,97005,6645,275,550,6780,96080,2410,11095,4910,4655,4305,255,101160,2710,12760,20730,70385,1705,1150,35,1545,7320,2540,2840,1130,15400,2140,160,4430,41845,3215,1000,1975,510,310
2011,2013,35067,Niagara Falls ,5850,6415,7075,4920,3320,7545,6570,6520,7330,8515,10210,10335,9680,9245,5645,4710,3810,3450,5140,5620,2330,2.8,13820,18940,8220,102740,2555,315,117670,80,7925,1135,122980,2395,340,1105,2560,115175,640,12135,4995,4560,4140,435,120085,5300,25665,29410,70310,1965,740,80,1720,8420,2650,3825,1855,22605,3320,820,5835,50250,4160,1550,2625,710,510
2011,2013,35068,Niagara West ,4530,4895,5555,3725,2605,5125,3760,4125,4945,5850,7270,6905,6440,5770,3520,2840,2065,1935,3625,4845,2565,3.0,6030,11795,4965,74050,1395,155,80670,30,4680,240,84025,1275,90,225,1325,82420,300,6720,4550,4300,4025,250,83340,1685,11785,20510,52730,550,410,0,830,6480,2435,3215,1170,8935,4220,265,5310,33030,1745,435,1370,185,360
2011,2013,35069,Nickel Belt ,4670,4925,5700,3745,2465,4640,4495,5180,5990,6270,8100,7975,7040,6430,3520,2575,1530,975,3965,4455,1460,2.8,7285,14110,6150,49795,36120,1585,42840,1835,45840,70,54245,35825,455,60,36055,63690,24250,7490,2080,1965,1770,110,89290,680,3450,7040,79480,3605,4840,25,870,7435,2200,3205,700,9970,1855,40,5380,36225,2745,1035,1350,225,755
2011,2013,35070,Nipissing - Timiskaming ,4330,4395,5075,3410,2420,5945,5285,4810,5110,5670,7555,7710,6775,6390,3935,3190,2240,1980,3300,3475,1300,2.7,10795,14875,5875,70040,14970,1045,64080,610,24680,105,74605,14535,245,95,14655,80465,6845,12160,4935,4745,4245,195,88330,1005,4605,9765,74965,4765,2720,50,1060,6915,2120,3655,735,11425,2035,60,4590,34945,2835,1375,3150,575,650
2011,2013,35071,Northumberland - Peterborough South ,4565,5170,5930,4265,2880,5765,4625,4630,5495,6485,9150,9440,8720,8740,5320,4120,2870,2600,4140,4720,2035,2.8,9655,17560,6280,98900,1440,150,99320,30,6265,120,104260,1310,65,110,1335,103770,365,10580,6880,6650,6150,230,103220,1565,10850,16330,77605,1720,660,160,1235,7115,2500,3230,1465,11765,5050,110,6085,39715,2795,815,2240,320,360
2011,2013,35072,Oakville ,5645,7010,7840,5495,3775,8110,5300,5000,7040,9170,10465,10405,8410,7165,4430,3770,2790,2300,5340,8275,3430,3.1,8540,13550,7135,86540,2050,310,104265,80,13515,1380,115030,2055,805,1355,2460,101940,685,10970,5785,4405,3700,1375,109905,8435,38675,32465,47200,470,265,0,1160,12480,5295,3065,2490,14735,5770,350,5260,49145,3135,7645,2075,395,615
2011,2013,35073,Oakville North - Burlington ,8610,9530,8765,5140,2990,5990,5540,7810,10615,11225,10415,8200,5645,4550,2295,1560,1150,1175,5665,9755,3355,3.2,5620,9710,7260,78130,2090,350,100375,95,11435,1525,108820,2190,945,1480,2660,92780,1020,12820,7165,5835,5130,1330,105900,7215,35345,32195,45575,460,275,0,1185,12050,6205,3335,1820,13710,4415,295,5055,51105,3045,6710,1040,190,540
2011,2013,35074,Oshawa ,6540,6140,6880,4985,3545,8670,8140,7610,7565,8170,10900,10610,8795,7655,4475,3805,2975,2670,4825,4860,1890,2.8,13865,17555,8810,109070,2740,355,116215,125,7715,540,121275,2565,240,510,2685,117370,980,15225,6475,6120,5560,355,121215,2825,17905,23875,82260,1505,935,0,2615,9730,2970,3675,1240,16810,2300,85,6910,48715,3925,4625,2450,265,665
2011,2013,35075,Ottawa Centre ,4850,4445,4275,2675,2380,10330,12400,9720,8235,7920,8515,7970,7485,6965,3400,2690,2225,2590,3265,3600,1390,2.7,26120,18165,5950,76620,10770,1325,64400,805,44310,2020,96255,11470,1835,1975,12390,90890,6395,19725,5875,4205,2595,1675,102685,7065,26925,23720,59105,1380,950,105,1330,12655,7820,3810,4275,12040,4100,315,4310,55370,2530,14945,13750,4365,800
2011,2013,35076,Orléans ,6835,6965,7845,5725,3860,8130,6675,7250,7880,8580,10630,10710,8860,7365,2890,1915,1175,1050,5870,7575,2890,3.0,6340,14025,8465,62905,36425,2135,51350,3610,62925,720,76835,38450,2630,690,39770,77180,29010,12800,3070,2225,1055,845,113960,4020,22010,20210,75760,1250,1365,80,1225,15755,7435,3970,1970,14085,3520,245,4995,57630,4570,16280,1380,370,470
2011,2013,35077,Ottawa South ,6890,6390,6955,4695,3685,10635,9275,7620,7340,7935,9125,9265,7695,6620,3860,3470,2870,2815,4570,5035,2900,3.0,14220,16125,7640,65290,14685,1535,73155,2050,43185,2525,97295,16840,4310,2470,18995,82090,9900,15800,4920,2970,1875,1955,109290,11105,42550,27230,50615,1250,610,130,1920,12385,7030,4335,2290,15215,3910,260,5255,50815,3925,15565,2735,1435,550
2011,2013,35078,Ottawa - Vanier ,4950,4460,4650,3305,3200,10070,9195,7820,6820,7130,8230,8320,7605,6925,4190,3400,2605,2650,3145,2930,1545,2.7,21070,17290,6395,52865,30385,1890,48320,4025,55125,1340,70980,33235,3315,1270,34895,66935,24270,19020,5770,3995,2395,1775,98130,9020,29795,19050,58305,1805,1040,100,1610,11225,5085,3505,2685,14160,2825,275,4670,46590,2795,14375,7320,2265,535
2011,2013,35079,Ottawa West - Nepean ,5620,5140,5410,3520,3040,9615,8275,6720,6685,7005,8270,8280,7105,6355,4440,4180,3615,3755,4115,4135,1885,2.8,16155,16530,6930,69455,7865,1065,76145,945,30400,2005,96425,8765,2360,1945,9945,83770,3930,16350,5195,3160,2130,2035,99225,10095,33850,23785,51690,1115,650,60,1480,10370,7925,3445,1805,14295,2795,200,4570,46430,3380,14040,2660,1215,450
2011,2013,35080,Oxford ,6320,6510,7015,4540,2920,6375,6140,6195,6620,7055,8705,8410,7400,6620,4250,3475,2640,2420,4125,4915,2855,2.9,10355,15830,6425,96345,1100,145,103110,30,4205,395,106335,940,100,370,985,103405,275,11890,6090,5945,5650,145,104785,2180,10600,19385,76985,1015,275,0,1130,7205,2000,3400,1035,12145,5700,145,5210,44105,3495,400,2330,475,555
2011,2013,35081,Parkdale - High Park ,6055,4990,4505,2665,1890,5920,9260,10045,9670,9145,8340,7745,6550,5575,2725,2265,1945,2155,4185,4455,1330,2.8,19485,14440,6665,63365,1910,420,84435,110,15145,3430,96705,2050,995,3370,2550,78235,895,15880,5105,2800,2100,2305,91010,11485,39380,28395,34725,750,315,0,1795,9910,5575,3155,6100,12360,5335,310,6065,44945,1580,22555,3510,2960,690
2011,2013,35082,Parry Sound - Muskoka ,3750,3850,4505,3240,2070,4610,4215,4070,4455,5315,7255,7780,7960,7800,4995,3790,2795,2315,3350,3375,1295,2.7,9955,16120,5275,83290,1310,135,84500,15,4860,75,88215,1110,60,65,1135,87935,160,8895,4860,4710,4345,150,87285,1160,6670,13400,68375,2735,955,45,665,5430,1585,3045,1095,11180,3195,105,7095,30580,2690,170,2855,255,505
2011,2013,35083,Perth - Wellington ,6515,6675,7030,4605,2980,6565,5900,5635,5915,6395,8040,8130,7350,6205,3835,3215,2690,2605,3820,4665,3455,3.0,10110,14340,5560,89950,645,100,99030,20,3655,840,102080,555,80,825,595,96275,115,9735,4895,4625,4320,270,100725,2035,8795,13170,80795,620,220,0,755,7690,1955,3650,1270,11315,7605,100,5520,42175,3380,445,3955,1120,600
2011,2013,35084,Peterborough - Kawartha ,5440,5130,5760,4175,3180,8235,6925,5765,5775,6560,8290,8975,8860,8550,5140,4555,3630,3565,4005,4345,1835,2.7,13200,19185,7010,105975,1255,225,106240,30,7580,245,112595,1150,125,220,1215,110760,325,13865,5570,5250,4810,325,110765,1905,10275,17015,85375,2910,995,75,1860,7360,3285,4295,1455,14455,3465,80,6040,41960,3445,1750,3530,880,555
2011,2013,35085,Pickering - Uxbridge ,4990,6110,7650,5425,3530,7685,5715,5290,6185,7990,10380,9920,8170,6705,3190,2550,1855,1625,5030,7165,2970,3.1,5795,10785,7055,88190,1305,195,100535,55,7450,720,106415,1290,350,700,1465,98110,460,7905,4565,4180,4050,385,104450,3890,30220,31340,46770,715,245,30,1870,12355,4170,2900,2100,13110,4500,125,6410,46795,3270,5875,1585,95,485
2011,2013,35086,Renfrew - Nipissing - Pembroke ,5335,5200,5530,3805,2540,6280,6310,5675,5620,6150,8150,8260,7700,7275,4425,3605,2645,2585,4060,4200,1865,2.8,11460,16365,6350,90920,4885,550,88810,200,11915,95,96130,4635,180,75,4725,97400,1670,11185,5975,5800,4730,175,98865,910,5575,9290,84900,4295,2850,70,920,6085,3240,3485,975,12170,2985,230,5240,39855,3400,380,2855,410,610
2011,2013,35087,Richmond Hill ,4500,5255,6110,4440,2960,7740,6995,6080,6955,8340,9410,9375,8105,7285,3755,3055,2145,1625,6685,7510,2390,3.0,7290,10075,7645,41875,730,185,93760,65,7840,6455,99465,875,1430,6345,1590,59280,240,11340,6490,4740,4435,1755,96715,11415,63560,27700,16870,200,65,0,1600,11865,7885,3355,2045,13075,5180,600,5740,44255,2730,7645,1335,200,485
2011,2013,35088,Carleton ,5995,6405,6425,4065,2415,4455,3725,5085,6890,7715,8665,7275,5610,4855,2440,1675,1210,1095,4210,6515,2460,3.1,4220,10560,5560,71015,6750,790,62620,290,25580,400,80870,6835,800,390,7235,80355,2965,9140,2420,1985,1265,430,86560,2210,12760,16855,59155,920,550,40,625,9340,6485,2845,1600,8315,4540,250,4705,38925,2980,3630,795,255,440
2011,2013,35089,St. Catharines ,5260,4955,5660,4055,2880,7720,7040,6165,6040,6725,8245,8230,7715,7595,4885,4300,3615,3470,4150,4290,1770,2.8,15180,17005,6955,87195,2400,330,100370,95,7290,825,105175,2260,350,795,2435,98020,730,13770,5050,4580,4015,475,103965,4570,22765,25225,60550,1380,580,75,1870,8255,2625,3215,1560,16740,2655,155,4905,42955,3740,2265,2905,695,340
2011,2013,35090,Toronto - St. Paul's ,4360,3740,3685,2420,1730,6715,10975,9815,8090,7665,7365,6700,6465,6190,3795,3205,2800,3375,3730,3535,1300,2.7,24405,15935,5620,68665,1910,390,85025,105,15435,2215,97665,2050,885,2185,2495,83465,865,18075,5960,3480,2775,2480,89425,11945,39290,27695,34385,610,125,0,1185,12415,4750,3550,5085,11030,5780,265,4920,47315,1430,25730,4130,1265,915
2011,2013,35091,Sarnia - Lambton ,5370,5365,5780,4170,2940,6870,5960,5545,5670,6220,7855,8960,8440,7575,4390,3800,2995,2615,3960,4560,2115,2.8,12725,16795,6400,94695,2405,285,97955,75,6925,240,102595,2210,160,230,2290,101200,665,11010,4020,3685,3405,335,102535,1955,11330,16475,76680,2515,530,0,1435,6960,3215,3465,940,13330,3125,530,5285,38235,2230,815,1790,545,485
2011,2013,35092,Sault Ste. Marie ,3770,3785,4165,3010,2115,5125,4540,4390,4355,4905,6430,7225,6460,5870,3770,3160,2530,2015,3285,3365,1055,2.7,10580,13030,5555,69960,2915,330,73105,60,7425,330,77835,2665,100,320,2715,77120,670,8050,2125,1840,1575,285,79250,1230,7445,13620,59420,4985,3000,0,1025,5980,2470,3085,685,10625,1280,175,3315,31815,2375,1505,1925,375,250
2011,2013,35093,Scarborough - Agincourt ,4950,4655,5160,3860,2740,7305,7135,5670,6410,7715,8835,7705,6885,6235,4435,4030,3170,2940,6630,5735,2075,3.0,6545,9445,7590,30130,640,150,84230,95,4910,14620,87520,805,1100,14435,1355,41455,345,10700,3560,1335,1130,2225,84665,18650,72885,22760,7665,100,60,25,2215,9245,5175,2665,1210,13105,2305,460,5415,36595,3240,12535,990,170,440
